,ID,Player Name,Drafting Team,Franchise current name,NBA profile,College / High School,Age at Draft,League before Draft,Draft Year,Pick Number,Position,Height,Weight,Nationality,Continent,Birthdate,GP,GS,MPG,PPG,FGA,FGM,FG%,3PM,3PA,3P%,FTM,FTA,FT%,RPG,APG,SPG,BPG,TOPG,PO GP,PO MPG,PO PPG,PO FGM,PO FGA,PO FG%,PO 3PM,PO 3PA,PO 3P%,PO FTM,PO FTA,PO FT%,PO RPG,PO APG,PO SPG,PO BPG,PO TOPG,All-Star Games,CO GP,CO MPG,CO PPG,CO FG%,CO 3P%,CO FT%,CO RPG,CO APG,CO SPG,CO BPG,CO TOPG,MVP Awards,All-NBA Selections,All-Defensive Selections,Finals MVP Awards,Hall of Fame Inductee,Reason no stats
1437,1438,DeMarco Johnson,New York Knicks,New York Knicks,/stats/player/1746/,North Carolina-Charlotte,22.7,College,1998,38,Forward,2.03,111.0,USA,USA,1975-10-06,5.0,0.0,7.4,1.2,0.6,1.8,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.2,0.0,0.6,0.0,,,,,,,,,,,,,,,,,0.0,31.0,,21.1,50.1,36.0,77.9,9.0,1.4,1.4,0.6,,0,0,0,0,0,
1438,1439,Rafer Alston,Milwaukee Bucks,Milwaukee Bucks,/stats/player/1747/,Fresno State,21.9,College,1998,39,Guard,1.88,77.0,USA,USA,1976-07-24,671.0,452.0,28.9,10.1,3.7,9.5,38.3,1.5,4.2,35.4,1.3,1.8,72.9,2.8,4.8,1.2,0.2,1.8,56.0,26.7,9.0,3.2,8.9,36.5,1.3,4.3,31.1,1.2,1.6,76.4,2.5,3.1,1.0,0.1,1.4,0.0,33.0,,11.0,40.1,33.7,75.8,2.2,7.3,2.1,0.4,,0,0,0,0,0,
1439,1440,Korleone Young,Detroit Pistons,Detroit Pistons,/stats/player/1748/,Hargrave Military Academy,19.5,High School,1998,40,Forward,2.00,100.0,USA,USA,1978-12-31,3.0,0.0,5.0,4.3,1.7,3.3,50.0,0.3,1.3,25.0,0.7,0.7,100.0,1.3,0.3,0.0,0.0,0.3,0.0,,,,,,,,,,,,,,,,,0.0,31.0,,29.3,59.0,41.0,80.0,11.3,3.1,,2.2,,0,0,0,0,0,
1440,1441,Cuttino Mobley,Houston Rockets,Houston Rockets,/stats/player/1749/,Rhode Island,22.8,College,1998,41,Guard,1.93,86.0,USA,USA,1975-09-01,747.0,581.0,37.0,16.0,5.8,13.4,43.3,1.5,3.8,37.8,3.0,3.6,83.5,3.9,2.7,1.2,0.4,2.0,26.0,36.0,12.8,4.9,11.7,42.2,1.1,3.2,33.7,1.9,2.2,86.0,3.8,2.2,0.7,0.3,2.0,0.0,34.0,,17.2,48.0,41.6,85.6,4.3,2.6,1.6,0.5,,0,0,0,0,0,
1441,1442,Miles Simon,Orlando Magic,Orlando Magic,/stats/player/1750/,Arizona,22.6,College,1998,42,Guard,1.90,91.0,USA,USA,1975-11-21,5.0,0.0,3.8,0.4,0.2,1.0,20.0,0.0,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.6,0.0,,,,,,,,,,,,,,,,,0.0,35.0,,17.2,47.6,36.8,77.8,3.5,4.7,1.3,0.1,,0,0,0,0,0,
1442,1443,Jahidi White,Washington Wizards,Washington Wizards,/stats/player/1751/,Georgetown,22.4,College,1998,43,Center-Forward,2.06,132.0,USA,USA,1976-02-19,334.0,209.0,17.7,5.9,2.2,4.3,51.0,0.0,0.0,0.0,1.4,2.7,53.4,5.8,0.2,0.4,1.1,1.2,0.0,,,,,,,,,,,,,,,,,0.0,12.0,,10.5,63.4,,44.0,8.3,0.2,1.0,2.2,,0,0,0,0,0,
1443,1444,Sean Marks,New York Knicks,New York Knicks,/stats/player/1752/,California,22.9,College,1998,44,Center-Forward,2.08,113.0,New Zealand,Oceania,1975-08-23,230.0,11.0,9.9,2.8,1.1,2.5,44.8,0.0,0.1,20.0,0.5,0.8,66.5,2.2,0.2,0.1,0.4,0.5,6.0,13.8,2.7,1.0,2.2,46.2,0.0,0.2,0.0,0.7,0.8,80.0,3.3,0.0,0.5,0.3,0.3,0.0,26.0,,9.8,47.8,18.2,68.9,7.6,0.7,1.0,0.9,,0,0,0,0,0,
1444,1445,Toby Bailey,Los Angeles Lakers,Los Angeles Lakers,/stats/player/1753/,California-Los Angeles,22.6,College,1998,45,Guard,1.98,96.0,USA,USA,1975-11-19,73.0,12.0,9.6,3.3,1.3,3.1,40.7,0.0,0.2,20.0,0.7,1.1,69.2,1.7,0.6,0.3,0.1,0.5,5.0,3.0,0.8,0.2,0.8,25.0,0.0,0.0,0.0,0.4,0.8,50.0,0.4,0.4,0.0,0.0,0.0,0.0,33.0,,17.9,44.3,32.4,73.7,5.9,4.1,1.2,0.7,,0,0,0,0,0,
1445,1446,Andrae Patterson,Minnesota Timberwolves,Minnesota Timberwolves,/stats/player/1754/,Indiana,22.6,College,1998,46,Forward,2.06,108.0,USA,USA,1975-11-12,40.0,0.0,7.6,3.0,1.2,2.5,45.5,0.0,0.1,0.0,0.7,0.9,77.8,1.7,0.4,0.5,0.2,0.6,2.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.5,0.0,32.0,,12.6,49.5,27.8,79.3,5.8,1.4,0.9,0.9,,0,0,0,0,0,
1446,1447,Tyson Wheeler,Toronto Raptors,Toronto Raptors,/stats/player/1755/,Rhode Island,22.7,College,1998,47,Guard,1.78,74.0,USA,USA,1975-10-08,1.0,0.0,3.0,4.0,1.0,1.0,100.0,1.0,1.0,100.0,1.0,2.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,34.0,,14.9,40.2,36.3,64.8,2.6,6.0,1.3,0.1,,0,0,0,0,0,
1447,1448,Ryan Stack,Cleveland Cavaliers,Cleveland Cavaliers,/stats/player/1756/,South Carolina,23.0,College,1998,48,Forward,2.11,98.0,USA,USA,1975-07-24,43.0,0.0,9.2,2.3,0.7,2.0,35.2,0.0,0.0,0.0,0.9,1.1,78.7,1.8,0.2,0.1,0.5,0.6,0.0,,,,,,,,,,,,,,,,,0.0,31.0,,9.6,49.8,31.9,70.8,6.0,1.0,0.7,1.8,,0,0,0,0,0,
1448,1449,Cory Carr,Atlanta Hawks,Atlanta Hawks,/stats/player/1757/,Texas Tech,22.6,College,1998,49,Guard,1.90,96.0,USA,USA,1975-12-05,42.0,7.0,14.9,4.1,1.7,5.1,32.9,0.1,0.7,16.7,0.6,0.8,75.0,1.2,1.6,0.5,0.2,1.1,0.0,,,,,,,,,,,,,,,,,0.0,27.0,,23.3,42.3,33.8,86.1,4.9,2.6,1.1,0.3,,0,0,0,0,0,
1449,1450,Andrew Betts,Charlotte Hornets,Charlotte Hornets,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=1131:andrew-betts&catid=38&Itemid=342,Long Beach State,21.2,College,1998,50,Center,2.16,116.0,United Kingdom,Europe,1977-05-11,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,21.0,,18.7,54.0,,68.9,10.1,1.8,0.6,1.7,,0,0,0,0,0,
1450,1451,Elton Brand,Chicago Bulls,Chicago Bulls,/stats/player/1882/,Duke,20.3,College,1999,1,Forward,2.03,124.0,USA,USA,1979-03-11,1058.0,868.0,33.0,15.9,6.2,12.5,50.0,0.0,0.0,9.5,3.4,4.7,73.6,8.5,2.1,0.9,1.7,1.9,40.0,28.6,12.6,5.2,10.0,51.6,0.0,0.0,0.0,2.3,3.2,71.9,6.3,1.6,0.6,1.6,1.0,2.0,39.0,29.3,17.7,62.0,,70.7,9.8,1.1,1.3,2.2,1.7,0,1,0,0,0,
1451,1452,Steve Francis,Vancouver Grizzlies,Memphis Grizzlies,/stats/player/1883/,Maryland,22.4,College,1999,2,Guard,1.90,88.0,USA,USA,1977-02-21,576.0,543.0,37.6,18.1,6.2,14.4,42.9,1.0,2.9,34.1,4.8,6.1,79.7,5.6,6.0,1.5,0.4,3.5,5.0,44.4,19.2,6.0,14.0,42.9,1.4,3.4,41.2,5.8,8.0,72.5,8.4,7.6,1.4,0.2,4.2,3.0,34.0,,17.0,52.3,38.8,79.0,4.5,4.5,2.8,0.2,,0,0,0,0,0,
1452,1453,Baron Davis,Charlotte Hornets,Charlotte Hornets,/stats/player/1884/,California-Los Angeles,20.2,College,1999,3,Guard,1.90,94.0,USA,USA,1979-04-13,835.0,692.0,34.2,16.1,5.9,14.3,40.9,1.6,5.0,32.0,2.8,3.9,71.1,3.8,7.2,1.8,0.4,2.8,50.0,37.1,18.8,6.6,14.9,44.2,2.0,5.7,35.0,3.7,5.2,70.9,4.3,6.2,2.3,0.5,2.6,2.0,27.0,,15.9,48.1,34.3,59.9,3.6,5.1,2.5,0.4,,0,1,0,0,0,
1453,1454,Lamar Odom,Los Angeles Clippers,Los Angeles Clippers,/stats/player/1885/,Rhode Island,19.7,College,1999,4,Forward,2.08,99.0,USA,USA,1979-11-06,961.0,684.0,33.4,13.3,5.0,10.8,46.3,0.7,2.2,31.2,2.6,3.7,69.3,8.4,3.7,0.9,0.9,2.3,108.0,33.3,13.0,4.9,10.3,47.9,0.5,1.7,30.3,2.6,4.1,64.3,8.8,2.4,0.7,1.0,2.0,0.0,32.0,,17.6,48.2,33.0,68.7,9.4,3.8,0.8,1.5,,0,0,0,0,0,
1454,1455,Jonathan Bender,Toronto Raptors,Toronto Raptors,/stats/player/1886/,Picayune Memorial,18.4,High School,1999,5,Forward,2.11,93.0,USA,USA,1981-01-30,262.0,28.0,14.7,5.5,1.9,4.7,41.7,0.4,1.1,34.0,1.3,1.7,76.3,2.2,0.6,0.2,0.6,1.0,34.0,9.0,3.3,1.2,2.9,41.2,0.4,1.1,36.1,0.6,0.8,67.9,1.2,0.3,0.1,0.6,0.5,0.0,37.0,,23.1,67.1,,85.0,15.0,3.8,,5.0,,0,0,0,0,0,
1455,1456,Wally Szczerbiak,Minnesota Timberwolves,Minnesota Timberwolves,/stats/player/1887/,Miami (OH),22.3,College,1999,6,Forward-Guard,2.00,110.0,USA,USA,1977-03-05,651.0,393.0,30.8,14.1,5.4,11.0,48.5,0.9,2.2,40.6,2.5,2.9,86.0,4.0,2.4,0.6,0.2,1.5,54.0,26.8,10.2,3.5,8.2,42.7,0.7,2.4,28.5,2.5,2.8,88.2,3.1,1.4,0.5,0.2,1.5,1.0,32.0,,24.2,52.2,35.6,83.1,8.5,2.9,1.2,1.0,,0,0,0,0,0,
1456,1457,Richard Hamilton,Washington Wizards,Washington Wizards,/stats/player/1888/,Connecticut,21.4,College,1999,7,Guard,1.85,83.0,USA,USA,1978-02-14,921.0,783.0,32.1,17.1,6.5,14.4,44.9,0.6,1.7,34.6,3.5,4.1,85.2,3.1,3.4,0.8,0.1,2.1,130.0,38.8,19.8,7.3,16.5,43.9,0.5,1.6,34.0,4.7,5.5,86.0,3.9,3.6,0.9,0.2,2.7,3.0,34.0,,21.5,44.3,34.7,83.3,4.8,2.7,1.2,0.3,,0,0,0,0,0,
1457,1458,Andre Miller,Cleveland Cavaliers,Cleveland Cavaliers,/stats/player/1889/,Utah,23.3,College,1999,8,Guard,1.88,90.0,USA,USA,1976-03-19,1304.0,939.0,30.9,12.5,4.6,10.0,46.1,0.1,0.7,21.7,3.1,3.8,80.7,3.7,6.5,1.2,0.2,2.4,68.0,28.4,12.6,4.8,10.8,44.6,0.3,0.9,38.3,2.6,3.4,76.8,3.5,4.1,0.9,0.1,2.1,0.0,33.0,33.1,15.8,49.1,26.5,69.0,5.4,5.6,2.5,0.5,2.8,0,0,0,0,0,
1458,1459,Shawn Marion,Phoenix Suns,Phoenix Suns,/stats/player/1890/,Nevada-Las Vegas,21.2,College,1999,9,Forward-Guard,2.00,99.0,USA,USA,1978-05-07,1163.0,1062.0,34.5,15.2,6.3,12.9,48.4,0.7,2.1,33.1,2.0,2.5,81.0,8.7,1.9,1.5,1.1,1.5,109.0,35.2,13.9,5.7,12.4,45.6,0.7,2.0,31.8,2.0,2.4,81.4,8.6,1.4,1.2,1.2,1.3,4.0,29.0,32.9,18.7,52.9,29.9,73.0,9.3,1.2,2.5,1.9,1.4,0,2,0,0,0,
1459,1460,Jason Terry,Atlanta Hawks,Atlanta Hawks,/stats/player/1891/,Arizona,21.8,College,1999,10,Guard,1.88,79.0,USA,USA,1977-09-15,1410.0,679.0,29.8,13.4,4.9,11.1,44.4,1.6,4.3,38.0,2.0,2.3,84.5,2.3,3.8,1.1,0.2,1.7,124.0,32.2,14.1,5.1,11.6,44.1,1.8,4.6,38.5,2.1,2.5,82.9,2.5,3.0,0.9,0.2,1.5,0.0,29.0,38.2,21.9,44.3,39.8,83.9,3.3,5.5,2.8,0.2,4.1,0,0,0,0,0,
1460,1461,Trajan Langdon,Cleveland Cavaliers,Cleveland Cavaliers,/stats/player/1892/,Duke,23.1,College,1999,11,Guard,1.90,89.0,USA,USA,1976-05-13,119.0,5.0,14.6,5.4,1.8,4.4,41.6,0.7,1.8,39.6,1.0,1.1,91.0,1.3,1.3,0.5,0.1,0.8,0.0,,,,,,,,,,,,,,,,,0.0,36.0,,17.3,46.2,44.1,84.2,3.4,1.9,1.4,0.1,,0,0,0,0,0,
1461,1462,Aleksandar Radojevic,Toronto Raptors,Toronto Raptors,/stats/player/1893/,Barton Community College,22.9,College,1999,12,Center,2.21,104.0,Bosnia and Herzegovina,Europe,1976-08-08,15.0,6.0,10.1,1.7,0.5,1.7,30.8,0.0,0.0,0.0,0.7,1.1,62.5,2.4,0.5,0.1,0.2,1.3,0.0,,,,,,,,,,,,,,,,,0.0,38.0,,15.4,60.6,66.7,63.4,9.0,1.3,0.9,4.0,,0,0,0,0,0,
1462,1463,Corey Maggette,Seattle SuperSonics,Oklahoma City Thunder,/stats/player/1894/,Duke,19.6,College,1999,13,Forward,1.98,98.0,USA,USA,1979-11-12,827.0,478.0,28.2,16.0,4.9,10.8,45.3,0.6,1.7,32.4,5.6,6.8,82.2,4.9,2.1,0.7,0.2,2.3,12.0,24.3,15.3,4.8,10.2,46.7,0.7,2.0,33.3,5.1,5.6,91.0,7.3,1.4,0.6,0.4,2.2,0.0,39.0,,10.6,52.5,34.5,71.6,3.9,1.5,0.7,0.4,,0,0,0,0,0,
1463,1464,William Avery,Minnesota Timberwolves,Minnesota Timberwolves,/stats/player/1895/,Duke,19.9,College,1999,14,Guard,1.88,89.0,USA,USA,1979-08-08,142.0,1.0,8.5,2.7,1.0,2.9,33.0,0.3,1.1,25.5,0.5,0.6,71.4,0.7,1.4,0.2,0.0,0.7,2.0,6.0,3.5,1.5,3.0,50.0,0.5,1.0,50.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,39.0,,14.9,48.3,41.1,81.0,3.5,5.0,1.5,0.0,,0,0,0,0,0,
1464,1465,Frederic Weis,New York Knicks,New York Knicks,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=1834:frederic-weis&catid=64&Itemid=342,Limoges CSP (France),22.0,International League,1999,15,Center,2.17,113.0,France,Europe,1977-06-22,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,26.0,,13.4,64.5,,62.1,7.3,1.4,0.5,1.0,,0,0,0,0,0,
1465,1466,Metta World Peace,Chicago Bulls,Chicago Bulls,/stats/player/1897/,St. John's (NY),19.6,College,1999,16,Forward,2.01,118.0,USA,USA,1979-11-13,991.0,840.0,31.7,13.2,4.7,11.4,41.4,1.2,3.4,33.9,2.6,3.6,71.5,4.5,2.7,1.7,0.5,1.8,85.0,36.9,13.9,5.1,13.0,38.9,1.5,4.9,30.8,2.2,3.1,71.4,4.8,2.8,1.5,0.7,1.7,1.0,37.0,,14.5,46.9,37.4,64.4,6.3,4.2,2.1,1.2,,0,1,4,0,0,Incorrect name
1466,1467,Cal Bowdler,Atlanta Hawks,Atlanta Hawks,/stats/player/1898/,Old Dominion,22.3,College,1999,17,Forward,2.08,114.0,USA,USA,1977-03-31,142.0,0.0,9.7,3.0,1.1,2.8,40.4,0.0,0.1,18.2,0.7,0.9,76.8,1.9,0.2,0.3,0.3,0.3,0.0,,,,,,,,,,,,,,,,,0.0,34.0,,14.7,49.2,25.7,73.1,10.0,1.3,0.5,2.9,,0,0,0,0,0,
1467,1468,James Posey,Denver Nuggets,Denver Nuggets,/stats/player/1899/,Xavier,22.5,College,1999,18,Forward,2.03,97.0,USA,USA,1977-01-13,864.0,479.0,26.9,8.6,2.9,7.0,41.0,1.2,3.4,34.9,1.6,2.0,82.0,4.7,1.6,1.1,0.3,1.1,65.0,25.7,7.9,2.3,5.6,42.1,1.4,3.5,38.7,1.8,2.2,83.1,4.8,1.0,1.0,0.3,0.8,0.0,36.0,,16.9,48.8,36.6,81.4,8.9,2.3,2.8,0.9,,0,0,0,0,0,
1468,1469,Quincy Lewis,Utah Jazz,Utah Jazz,/stats/player/1900/,Minnesota,22.0,College,1999,19,Forward-Guard,2.00,97.0,USA,USA,1977-06-26,159.0,21.0,11.6,3.6,1.5,3.7,39.7,0.2,0.7,33.3,0.4,0.6,71.0,1.3,0.6,0.4,0.2,0.6,12.0,13.5,3.6,1.5,4.2,36.0,0.3,0.9,27.3,0.3,0.8,44.4,1.5,0.3,0.4,0.7,0.5,0.0,27.0,,23.1,45.7,39.8,81.1,5.9,1.4,1.9,0.6,,0,0,0,0,0,
1469,1470,Dion Glover,Atlanta Hawks,Atlanta Hawks,/stats/player/1901/,Georgia Tech,20.7,College,1999,20,Guard,1.96,103.0,USA,USA,1978-10-22,294.0,105.0,20.9,8.2,3.1,7.6,41.1,0.5,1.6,31.7,1.5,1.9,75.6,3.1,1.5,0.8,0.2,1.3,0.0,,,,,,,,,,,,,,,,,0.0,33.0,,18.4,44.1,27.1,64.0,5.0,2.6,2.1,0.2,,0,0,0,0,0,Did Not Play / Stats Y-1
1470,1471,Jeff Foster,Golden State Warriors,Golden State Warriors,/stats/player/1902/,Texas State,22.5,College,1999,21,Center-Forward,2.11,107.0,USA,USA,1977-01-16,764.0,345.0,20.6,4.9,1.9,3.9,49.7,0.0,0.1,13.0,1.0,1.7,61.5,6.9,0.9,0.7,0.4,0.8,53.0,16.9,3.9,1.6,2.8,55.6,0.0,0.1,40.0,0.7,1.1,66.1,5.5,0.7,0.5,0.5,0.7,0.0,28.0,,14.2,49.8,,69.3,11.3,1.5,1.1,1.0,,0,0,0,0,0,
1471,1472,Kenny Thomas,Houston Rockets,Houston Rockets,/stats/player/1903/,New Mexico,21.9,College,1999,22,Forward,2.00,118.0,USA,USA,1977-07-25,632.0,406.0,27.4,9.3,3.7,7.9,46.5,0.1,0.4,24.4,1.9,2.7,69.9,6.9,1.5,0.8,0.4,1.7,23.0,30.0,9.7,3.9,7.4,52.9,0.0,0.0,0.0,1.8,2.7,67.7,8.0,1.3,0.7,0.3,1.6,0.0,26.0,,17.8,54.5,37.0,73.4,10.0,2.0,1.6,2.4,,0,0,0,0,0,
1472,1473,Devean George,Los Angeles Lakers,Los Angeles Lakers,/stats/player/1904/,Augsburg,21.8,College,1999,23,Forward,2.03,99.0,USA,USA,1977-08-29,630.0,108.0,18.6,5.6,2.1,5.3,39.2,0.7,2.0,34.3,0.8,1.0,72.1,3.1,0.9,0.7,0.4,0.7,86.0,17.2,5.0,1.8,4.7,39.5,0.7,2.1,32.6,0.6,0.9,67.5,2.7,0.7,0.7,0.3,0.6,0.0,28.0,,27.5,51.8,32.6,76.5,11.3,2.1,1.9,1.3,,0,0,0,0,0,
1473,1474,Andrei Kirilenko,Utah Jazz,Utah Jazz,/stats/player/1905/,PBC CSKA Moscow (Russia),18.4,International League,1999,24,Forward,2.06,92.0,Russia,Europe,1981-02-18,797.0,546.0,30.0,11.8,3.9,8.3,47.4,0.5,1.5,31.0,3.5,4.6,75.4,5.5,2.7,1.4,1.8,1.9,55.0,27.1,8.7,3.1,6.9,44.5,0.2,0.9,20.8,2.4,3.1,76.7,3.9,1.9,1.2,1.6,1.3,1.0,26.0,,12.4,64.7,45.5,68.8,4.2,2.1,2.6,1.0,,0,0,3,0,0,
1474,1475,Tim James,Miami Heat,Miami Heat,/stats/player/1906/,Miami (FL),22.5,College,1999,25,Forward,2.00,100.0,USA,USA,1976-12-25,43.0,0.0,6.1,1.6,0.6,1.8,32.9,0.0,0.1,33.3,0.3,0.5,65.2,1.1,0.3,0.0,0.2,0.3,0.0,,,,,,,,,,,,,,,,,0.0,30.0,,18.6,47.7,29.3,70.3,8.2,0.8,1.3,2.2,,0,0,0,0,0,
1475,1476,Vonteego Cummings,Indiana Pacers,Indiana Pacers,/stats/player/1907/,Pittsburgh,23.3,College,1999,26,Guard,1.90,83.0,USA,USA,1976-02-29,199.0,23.0,19.0,6.9,2.6,6.8,38.3,0.5,1.7,32.1,1.2,1.6,72.6,1.9,2.7,0.9,0.2,1.3,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,,16.1,41.1,33.1,69.9,4.1,4.3,2.7,0.4,,0,0,0,0,0,
1476,1477,Jumaine Jones,Atlanta Hawks,Atlanta Hawks,/stats/player/1908/,Georgia,20.4,College,1999,27,Forward,2.03,99.0,USA,USA,1979-02-10,471.0,115.0,20.8,7.1,2.7,6.5,42.4,0.9,2.6,34.9,0.7,0.9,70.4,4.2,0.9,0.7,0.3,0.8,29.0,16.7,4.6,1.9,4.6,41.0,0.3,1.2,22.2,0.5,0.7,71.4,3.1,0.7,0.3,0.4,0.5,0.0,30.0,,18.8,44.5,34.8,72.6,9.5,1.2,1.1,0.7,,0,0,0,0,0,
1477,1478,Scott Padgett,Utah Jazz,Utah Jazz,/stats/player/1909/,Kentucky,23.2,College,1999,28,Forward,2.06,108.0,USA,USA,1976-04-19,448.0,18.0,12.5,4.2,1.5,3.7,41.0,0.5,1.4,37.3,0.6,0.8,73.6,2.7,0.7,0.4,0.2,0.6,30.0,9.7,2.8,1.1,2.6,40.5,0.4,1.2,31.4,0.3,0.4,72.7,2.2,0.5,0.3,0.2,0.6,0.0,37.0,,12.6,46.6,38.1,68.1,5.9,2.6,1.3,0.6,,0,0,0,0,0,
1478,1479,Leon Smith,San Antonio Spurs,San Antonio Spurs,/stats/player/1910/,Martin Luther King,18.7,High School,1999,29,Forward,2.08,107.0,USA,USA,1980-11-02,15.0,0.0,7.0,2.2,0.7,1.9,39.3,0.0,0.0,0.0,0.7,1.1,64.7,2.2,0.2,0.3,0.1,0.2,0.0,,,,,,,,,,,,,,,,,0.0,34.0,,25.5,55.0,,57.0,14.5,2.6,1.8,6.0,,0,0,0,0,0,
1479,1480,John Celestand,Los Angeles Lakers,Los Angeles Lakers,/stats/player/1911/,Villanova,22.3,College,1999,30,Guard,1.93,80.0,USA,USA,1977-03-06,16.0,0.0,11.6,2.3,0.9,2.8,33.3,0.1,0.6,22.2,0.3,0.4,83.3,0.7,1.3,0.4,0.0,1.0,0.0,,,,,,,,,,,,,,,,,0.0,31.0,,14.9,43.7,38.3,79.8,3.1,4.4,1.3,0.3,,0,0,0,0,0,
1480,1481,Rico Hill,Los Angeles Clippers,Los Angeles Clippers,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=1698:rico-hill&catid=64&Itemid=342,Illinois State,22.4,International League,1999,31,Forward,1.96,112.0,USA,USA,1977-02-14,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,24.0,,11.5,47.8,37.1,81.1,5.3,0.7,1.1,0.4,,0,0,0,0,0,
1481,1482,Michael Ruffin,Chicago Bulls,Chicago Bulls,/stats/player/1913/,Tulsa,22.5,College,1999,32,Center-Forward,2.06,111.0,USA,USA,1977-01-21,414.0,58.0,14.4,1.7,0.6,1.5,40.7,0.0,0.0,0.0,0.5,1.1,45.9,3.9,0.6,0.5,0.5,0.7,20.0,13.0,1.4,0.5,0.8,56.3,0.0,0.1,0.0,0.5,1.0,50.0,3.4,0.7,0.4,0.3,0.4,0.0,33.0,,11.6,52.7,,60.3,10.4,1.4,1.8,2.6,,0,0,0,0,0,
1482,1483,Chris Herren,Denver Nuggets,Denver Nuggets,/stats/player/1914/,Fresno State,23.8,College,1999,33,Guard,1.88,89.0,USA,USA,1975-09-27,70.0,8.0,14.4,3.2,1.1,3.1,33.6,0.6,1.7,32.8,0.5,0.7,69.2,1.0,2.4,0.4,0.0,0.9,0.0,,,,,,,,,,,,,,,,,0.0,25.0,,11.4,40.8,38.3,68.2,1.6,7.2,1.0,0.0,,0,0,0,0,0,
1483,1484,Evan Eschmeyer,New Jersey Nets,Brooklyn Nets,/stats/player/1915/,Northwestern,24.1,College,1999,34,Center,2.11,115.0,USA,USA,1975-05-30,153.0,65.0,14.0,2.8,1.0,2.2,46.3,0.0,0.0,0.0,0.7,1.1,62.1,3.9,0.5,0.5,0.6,0.6,8.0,4.9,0.8,0.4,0.9,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.4,0.4,0.3,0.0,0.0,29.0,,19.6,58.4,,76.2,10.1,2.6,0.8,1.7,,0,0,0,0,0,
1484,1485,Calvin Booth,Washington Wizards,Washington Wizards,/stats/player/1916/,Penn State,23.2,College,1999,35,Center,2.11,109.0,USA,USA,1976-05-07,366.0,83.0,12.2,3.3,1.3,2.9,45.1,0.0,0.0,22.2,0.7,0.9,74.8,2.8,0.4,0.3,1.0,0.5,11.0,14.1,3.8,1.5,3.6,42.5,0.0,0.0,0.0,0.7,0.8,88.9,2.9,0.3,0.7,0.5,0.5,0.0,27.0,,15.3,51.3,0.0,77.5,8.7,0.9,0.6,3.5,,0,0,0,0,0,
1485,1486,Wang Zhi-zhi,Dallas Mavericks,Dallas Mavericks,/stats/player/1917/,Bayi Rockets (China),22.0,International League,1999,36,Center,2.16,128.0,China,Asia,1977-07-08,137.0,1.0,9.1,4.4,1.6,3.7,41.7,0.5,1.3,38.5,0.8,1.1,73.5,1.7,0.3,0.2,0.3,0.5,16.0,4.6,1.9,0.6,1.5,41.7,0.3,0.5,50.0,0.4,0.6,66.7,0.6,0.3,0.1,0.1,0.1,0.0,30.0,,25.0,58.2,25.0,76.6,7.8,0.8,1.2,2.5,,0,0,0,0,0,
1486,1487,Obinna Ekezie,Vancouver Grizzlies,Memphis Grizzlies,/stats/player/1918/,Maryland,23.9,College,1999,37,Forward,2.06,122.0,Nigeria,Africa,1975-08-22,143.0,32.0,10.6,3.6,1.2,2.7,42.3,0.0,0.0,0.0,1.3,1.7,72.0,2.7,0.2,0.3,0.2,0.7,0.0,,,,,,,,,,,,,,,,,0.0,24.0,,12.7,48.8,0.0,69.3,5.9,0.9,0.8,1.5,,0,0,0,0,0,
1487,1488,Laron Profit,Orlando Magic,Orlando Magic,/stats/player/1919/,Maryland,21.9,College,1999,38,Guard,1.96,92.0,USA,USA,1977-08-05,135.0,18.0,11.4,3.3,1.3,3.1,41.9,0.2,0.7,23.6,0.5,0.8,71.2,1.5,1.2,0.5,0.2,0.9,3.0,1.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,34.0,,14.5,50.3,31.2,67.6,4.8,2.1,2.0,0.4,,0,0,0,0,0,
1488,1489,A.J. Bramlett,Cleveland Cavaliers,Cleveland Cavaliers,/stats/player/1920/,Arizona,22.5,College,1999,39,Forward,2.08,103.0,USA,USA,1977-01-10,8.0,0.0,7.6,1.0,0.5,2.6,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.1,0.0,0.4,0.0,,,,,,,,,,,,,,,,,0.0,29.0,,14.2,53.5,,57.6,9.4,1.2,0.8,1.3,,0,0,0,0,0,
