ID,Player Name,Drafting Team,NBA profile,College / High School,Draft Year,Pick N°,Position,Nationality,Birthdate,GP,GS,MPG,PPG,FGA,FGM,FG%,3PM,3PA,3P%,FTM,FTA,FT%,RPG,APG,SPG,BPG,TOPG,PO GP,PO MPG,PO PPG,PO FGM,PO FGA,PO FG%,PO 3PM,PO 3PA,PO 3P%,PO FTM,PO FTA,PO FT%,PO RPG,PO APG,PO SPG,PO BPG,PO TOPG,All-Star Games,CO GP,CO MPG,CO PPG,CO FG%,CO 3P%,CO FT%,CO RPG,CO APG,CO SPG,CO BPG,CO TOPG,MVP Awards,All-NBA Selections,All-Defensive selections,Finals MVP Awards,Hall of Fame Inductee,Height,Weight,League before Draft,Reason no stats
1336,Doron Sheffer,Los Angeles Clippers,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=1928:doron-sheffer&catid=40&Itemid=342,Connecticut,1996,36,Point Guard/Shooting Guard,Israeli,3/12/1972,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,35,NaN,16.0,43.0,40.6,84.9,4.8,6.1,1.9,0.4,NaN,0,0,0,0,0,(1.96m),(89kg),College,
1337,Jeff McInnis,Denver Nuggets,/stats/player/976/,North Carolina,1996,37,Point Guard,USA,"Oct 22, 1974",576,334,27.7,9.4,3.8,8.8,43.1,0.5,1.6,32.8,1.2,1.6,79.6,2.0,4.4,0.6,0.1,1.4,7,14.1,3.0,1.3,3.7,34.6,0.0,0.4,0.0,0.4,0.6,75.0,1.7,2.7,0.3,0.1,0.9,0,31,NaN,16.5,43.5,39.2,80.0,2.6,5.5,1.2,---,NaN,0,0,0,0,0,(1.93m),(86kg),College,
1338,Steve Hamer,Boston Celtics,/stats/player/984/,Tennessee,1996,38,| Center,USA,"Nov 13, 1973",35,3,7.6,2.2,0.9,1.6,52.6,0.0,0.1,0.0,0.5,0.8,55.2,1.7,0.2,0.1,0.1,0.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,29,NaN,18.2,57.5,---,61.5,9.4,1.0,0.4,1.3,NaN,0,0,0,0,0,(2.13m),(111kg),College,
1339,Russ Millard,Phoenix Suns,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=1925:russ-millard&catid=40&Itemid=342,Iowa,1996,39,Power Forward/Small Forward,American,3/1/1973,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,32,NaN,13.7,60.9,44.0,79.9,7.0,0.9,1.2,0.8,NaN,0,0,0,0,0,(2.03m),(109kg),College,
1340,Marcus Mann,Golden State Warriors,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=1924:marcus-mann&catid=40&Itemid=342,Mississippi Valley State,1996,40,Power Forward,American,12/19/1973,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,29,NaN,21.7,60.5,50.0,64.0,13.6,1.6,1.3,1.0,NaN,0,0,0,0,0,(2.03m),(111kg),College,
1341,Jason Sasser,Sacramento Kings,/stats/player/987/,Texas Tech,1996,41,| Forward,USA,"Jan 13, 1974",14,0,7.6,2.1,1.0,2.4,41.2,0.1,0.2,33.3,0.1,0.1,50.0,1.1,0.3,0.4,0.0,0.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,31,NaN,19.5,45.8,30.7,72.6,7.8,2.9,0.7,0.1,NaN,0,0,0,0,0,(2.00m),(102kg),College,
1342,Randy Livingston,Houston Rockets,/stats/player/988/,Louisiana State,1996,42,| Guard,USA,"Apr 02, 1975",203,19,13.2,3.8,1.5,3.7,40.6,0.2,0.5,35.1,0.6,0.8,77.1,1.4,2.0,0.6,0.2,1.1,17,10.8,3.1,1.2,3.7,31.7,0.2,0.6,36.4,0.5,0.5,100,1.2,1.2,0.5,0.1,0.5,0,13,NaN,6.1,28.9,0.50,78.9,2.3,5.3,2.1,0.2,NaN,0,0,0,0,0,(1.93m),(94kg),College,
1343,Ben Davis,Phoenix Suns,/stats/player/989/,Arizona,1996,43,Power Forward,USA,"Dec 26, 1972",40,0,3.9,1.4,0.5,1.5,35.6,0.0,0.0,0.0,0.3,0.7,46.2,1.3,0.1,0.2,0.1,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,33,NaN,14.2,54.6,---,69.0,9.5,0.7,0.6,0.6,NaN,0,0,0,0,0,(2.05m),(109kg),College,
1344,Malik Rose,Charlotte Hornets,/stats/player/990/,Drexel,1996,44,| Forward,USA,"Nov 23, 1974",813,85,16.5,6.2,2.2,5.0,43.7,0.0,0.1,17.7,1.7,2.3,74.3,4.1,0.8,0.6,0.4,1.3,82,17.5,6.2,2.1,5.0,42.7,0.0,0.1,11.1,1.9,2.5,73.9,4.3,0.7,0.5,0.3,1.2,0,31,NaN,20.2,59.5,33.3,71.4,13.2,1.7,1.1,1.0,NaN,0,0,0,0,0,(2.00m),(113kg),College,
1345,Joe Vogel,Seattle SuperSonics,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=1919:joe-vogel&catid=40&Itemid=342,Colorado State,1996,45,Center/Power Forward,American,9/15/1973,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,27,NaN,10.6,48.9,50.0,72.3,6.6,0.4,0.5,2.3,NaN,0,0,0,0,0,(2.11m),(116kg),College,
1346,Marcus Brown,Portland Trail Blazers,/stats/player/992/,Murray State,1996,46,Shooting Guard/Point Guard,USA,"Apr 03, 1974",27,0,8.4,3.4,1.2,3.1,38.1,0.5,1.4,33.3,0.6,0.8,71.4,0.8,0.9,0.3,0.1,0.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,29,NaN,26.4,47.4,42.3,84.1,4.8,4.1,2.2,0.3,NaN,0,0,0,0,0,(1.90m),(84kg),College,
1347,Ron Riley,Seattle SuperSonics,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=1917:ron-riley&catid=40&Itemid=342,Arizona State,1996,47,Shooting Guard/Small Forward,American,12/27/1973,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,27,NaN,20.1,38.9,29.3,72.0,6.1,2.6,1.8,0.6,NaN,0,0,0,0,0,(1.96m),(93kg),College,
1348,Jamie Feick,Philadelphia 76ers,/stats/player/994/,Michigan State,1996,48,| Forward,USA,"Jul 03, 1974",201,35,21.5,4.5,1.7,4.1,42.4,0.1,0.1,40.0,1.0,1.6,62.9,7.1,0.7,0.6,0.4,0.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,32,NaN,10.1,43.3,30.8,61.7,9.5,2.3,0.8,0.4,NaN,0,0,0,0,0,(2.05m),(116kg),College,
1349,Amal McCaskill,Orlando Magic,/stats/player/1043/,Marquette,1996,49,| Center,USA,"Oct 28, 1973",114,4,8.5,1.8,0.7,1.9,37.7,0.0,0.0,0.0,0.4,0.6,60.9,1.9,0.3,0.2,0.3,0.5,2,3.5,2.5,1.0,1.5,66.7,0.0,0.0,0.0,0.5,1.5,33.3,1.5,0.5,0.0,0.0,0.0,0,30,NaN,10.3,54.9,50.0,64.9,8.9,1.3,0.6,1.8,NaN,0,0,0,0,0,(2.11m),(107kg),College,
1350,Terrell Bell,Houston Rockets,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=1914:terrell-bell&catid=40&Itemid=342,Georgia,1996,50,Power Forward/Center,American,12/15/1973,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,31,NaN,6.3,50.0,00.0,58.7,6.3,0.7,0.5,2.7,NaN,0,0,0,0,0,(2.08m),(109kg),College,
1351,Tim Duncan,San Antonio Spurs,/stats/player/1495/,Wake Forest,1997,1,| Center-Forward,US Virgin Islands,"Apr 25, 1976",1392,1389,34.0,19.0,7.4,14.6,50.6,0.0,0.1,17.9,4.2,6.1,69.6,10.8,3.0,0.7,2.2,2.4,251,37.3,20.6,7.9,15.7,50.1,0.0,0.1,14.3,4.8,7.0,68.9,11.4,3.0,0.7,2.3,2.5,15,31,36.7,20.8,60.8,27.3,63.6,14.7,3.2,0.7,3.3,3.2,15 All-Defensive Team,15 All-NBA,3 NBA Finals Most Valuable Player,2 NBA Most Valuable Player,0,(2.13m),(112kg),College,
1352,Keith Van Horn,Philadelphia 76ers,/stats/player/1496/,Utah,1997,2,| Forward,USA,"Oct 23, 1975",575,463,31.6,16.0,5.9,13.3,44.3,1.0,2.9,36.1,3.2,3.8,83.5,6.8,1.6,0.8,0.5,2.2,57,25.7,9.5,3.4,8.8,38.8,1.1,2.8,39.1,1.6,2.0,79.5,5.1,1.1,0.6,0.3,1.4,0,32,NaN,22.0,49.2,38.7,90.4,9.5,1.4,0.7,1.2,NaN,0,0,0,0,0,(2.08m),(100kg),College,
1353,Chauncey Billups,Boston Celtics,/stats/player/1497/,Colorado,1997,3,| Guard,USA,"Sep 25, 1976",1043,937,31.6,15.2,4.5,10.9,41.5,1.8,4.5,38.7,4.3,4.8,89.4,2.9,5.4,1.0,0.2,2.0,146,36.5,17.3,5.0,12.3,41.1,1.8,5.0,36.6,5.4,6.1,88.0,3.4,5.7,1.0,0.2,2.2,5,29,NaN,19.1,41.3,40.1,85.4,4.9,4.8,2.1,0.1,NaN,2 All-Defensive Team,3 All-NBA,1 NBA Finals Most Valuable Player,0,0,(1.90m),(92kg),College,
1354,Antonio Daniels,Vancouver Grizzlies,/stats/player/1498/,Bowling Green,1997,4,| Guard,USA,"Mar 19, 1975",872,220,22.6,7.6,2.6,5.9,44.4,0.4,1.3,31.1,2.0,2.5,79.3,1.8,3.4,0.6,0.1,1.1,80,23.2,8.6,2.9,6.2,46.1,0.5,1.5,35.3,2.4,2.7,86.3,2.1,2.9,0.6,0.1,1.0,0,32,NaN,24.0,54.7,43.3,77.7,2.8,6.8,2.3,0.3,NaN,0,0,0,0,0,(1.93m),(88kg),College,
1355,Tony Battie,Denver Nuggets,/stats/player/1499/,Texas Tech,1997,5,| Center,USA,"Feb 11, 1976",837,429,21.1,6.1,2.6,5.2,48.8,0.0,0.1,16.2,0.9,1.4,69.0,5.1,0.6,0.5,0.9,0.8,56,16.2,4.1,1.9,3.8,49.3,0.0,0.1,0.0,0.4,0.7,55.0,3.9,0.4,0.3,0.9,0.4,0,28,NaN,18.8,57.9,37.5,65.6,11.8,0.8,0.9,2.5,NaN,0,0,0,0,0,(2.11m),(104kg),College,
1356,Ron Mercer,Boston Celtics,/stats/player/1500/,Kentucky,1997,6,Shooting Guard/Small Forward,USA,"May 18, 1976",432,278,31.1,13.6,5.8,13.4,42.9,0.1,0.6,25.0,2.0,2.4,80.8,3.1,2.1,1.1,0.3,1.6,11,22.9,7.1,3.1,7.7,40.0,0.0,0.0,0.0,0.9,1.1,83.3,2.1,1.0,0.6,0.2,0.7,0,40,NaN,18.1,49.3,34.8,78.1,5.3,2.4,1.7,0.3,NaN,0,0,0,0,0,(2.00m),(95kg),College,
1357,Tim Thomas,New Jersey Nets,/stats/player/1501/,Villanova,1997,7,| Forward,USA,"Feb 26, 1977",824,408,25.9,11.5,4.2,9.6,43.7,1.2,3.2,36.9,1.9,2.5,75.8,4.1,1.5,0.7,0.4,1.5,55,28.1,13.3,4.6,9.8,46.8,1.6,3.7,43.6,2.5,3.3,77.2,5.1,1.4,0.6,0.5,1.1,0,32,NaN,16.9,45.0,33.6,79.6,6.0,2.1,1.8,1.0,NaN,0,0,0,0,0,(2.08m),(104kg),College,
1358,Adonal Foyle,Golden State Warriors,/stats/player/1502/,Colgate,1997,8,| Center,St. Vincent & Grenadines,"Mar 09, 1975",733,269,17.8,4.1,1.8,3.8,47.7,0.0,0.0,0.0,0.5,1.0,49.9,4.7,0.5,0.4,1.6,0.8,8,2.5,0.5,0.3,0.6,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.4,0,28,NaN,24.4,56.5,14.3,48.7,13.1,1.9,0.7,6.4,NaN,0,0,0,0,0,(2.08m),(113kg),College,
1359,Tracy McGrady,Toronto Raptors,/stats/player/1503/,Mount Zion Christian Academy,1997,9,| Guard-Forward,USA,"May 24, 1979",938,703,32.7,19.6,7.2,16.4,43.5,1.2,3.4,33.8,4.1,5.5,74.6,5.6,4.4,1.2,0.9,2.2,50,34.5,22.2,7.9,18.7,42.6,1.1,3.9,29.0,5.2,6.8,75.7,5.7,5.0,1.1,0.9,2.7,7,28,NaN,27.5,56.4,38.9,79.1,8.7,7.7,2.8,2.1,NaN,7 All-NBA,1 Hall of Fame Inductee,0,0,0,(2.03m),(95kg),High School,
1360,Danny Fortson,Milwaukee Bucks,/stats/player/1504/,Cincinnati,1997,10,| Center-Forward,USA,"Mar 27, 1976",440,175,20.1,8.2,2.7,5.8,47.2,0.0,0.0,16.7,2.8,3.5,78.5,7.2,0.7,0.4,0.2,1.5,11,9.7,3.3,1.1,1.9,57.1,0.0,0.0,0.0,1.1,1.4,80.0,2.4,0.0,0.3,0.1,1.2,0,33,NaN,21.3,62.0,00.0,77.2,9.1,1.1,0.6,0.5,NaN,0,0,0,0,0,(2.00m),(118kg),College,
1361,Tariq Abdul-Wahad,Sacramento Kings,/stats/player/1505/,San Jose State,1997,11,| Forward-Guard,France,"Nov 03, 1974",236,145,20.4,7.8,3.1,7.3,41.7,0.1,0.3,23.7,1.6,2.2,70.3,3.3,1.1,0.8,0.4,1.3,13,13.7,5.2,1.8,4.8,38.1,0.0,0.2,0.0,1.5,1.8,83.3,3.2,0.8,0.3,0.3,0.3,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,,,,
1362,Austin Croshere,Indiana Pacers,/stats/player/1506/,Providence,1997,12,Small Forward/Power Forward,USA,"May 01, 1975",659,88,17.4,6.8,2.3,5.6,40.7,0.7,1.9,34.0,1.6,1.9,86.1,4.0,1.0,0.4,0.3,1.0,68,18.2,6.7,1.9,5.0,37.9,0.6,1.7,36.0,2.2,2.6,84.4,3.6,0.7,0.4,0.4,0.9,0,36,NaN,17.9,45.5,34.9,88.8,7.5,1.5,1.1,0.7,NaN,0,0,0,0,0,(2.06m),(107kg),College,
1363,Derek Anderson,Cleveland Cavaliers,/stats/player/1507/,Kentucky,1997,13,| Guard,USA,"Jul 18, 1974",615,390,29.2,12.0,3.9,9.6,40.8,1.0,3.1,34.1,3.0,3.6,85.3,3.2,3.4,1.1,0.1,1.7,24,19.2,7.0,1.9,5.7,33.6,0.5,1.8,30.2,2.6,3.1,83.8,1.9,1.7,0.5,0.0,1.5,0,19,NaN,17.7,49.1,40.4,81.1,4.1,3.5,1.9,0.1,NaN,0,0,0,0,0,(1.96m),(87kg),College,
1364,Maurice Taylor,Los Angeles Clippers,/stats/player/1508/,Michigan,1997,14,Power Forward,USA,"Oct 30, 1976",534,227,25.0,11.0,4.6,9.9,46.6,0.0,0.1,15.2,1.8,2.5,71.1,4.6,1.2,0.5,0.5,1.8,5,23.0,9.8,3.6,7.6,47.4,0.0,0.0,0.0,2.6,3.4,76.5,3.2,1.0,0.0,0.2,1.4,0,35,NaN,12.3,50.7,20.0,71.8,6.2,1.1,0.7,0.9,NaN,0,0,0,0,0,(2.06m),(118kg),College,
1365,Kelvin Cato,Dallas Mavericks,/stats/player/1509/,Iowa State,1997,15,| Center,USA,"Aug 26, 1974",541,248,19.6,5.5,2.1,4.1,50.7,0.0,0.0,7.7,1.3,2.0,64.4,5.3,0.5,0.5,1.3,0.8,21,12.6,3.2,1.2,2.5,49.1,0.0,0.0,0.0,0.7,1.3,53.6,2.9,0.2,0.3,0.6,0.5,0,28,NaN,11.3,54.7,00.0,54.0,8.4,0.5,0.9,4.2,NaN,0,0,0,0,0,(2.11m),(116kg),College,
1366,Brevin Knight,Cleveland Cavaliers,/stats/player/1510/,Stanford,1997,16,| Guard,USA,"Nov 08, 1975",729,423,24.9,7.3,2.8,6.7,41.2,0.0,0.2,13.4,1.8,2.2,78.9,2.4,6.1,1.7,0.1,1.9,14,17.8,2.8,0.9,3.4,25.5,0.0,0.0,0.0,1.1,1.5,71.4,2.0,3.1,1.8,0.1,1.3,0,30,NaN,16.3,40.8,40.9,83.4,3.7,7.8,2.8,0.1,NaN,0,0,0,0,0,(1.78m),(78kg),College,
1367,Johnny Taylor,Orlando Magic,/stats/player/1511/,Tennessee-Chattanooga,1997,17,| Forward,USA,"Jun 04, 1974",54,9,16.0,4.7,1.9,4.6,40.2,0.5,1.3,39.4,0.5,0.7,71.8,2.2,0.5,0.6,0.4,0.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,35,NaN,16.5,48.6,28.9,66.5,7.3,2.1,1.2,0.8,NaN,0,0,0,0,0,(2.06m),(100kg),College,
1368,Chris Anstey,Portland Trail Blazers,/stats/player/1512/,South East Melbourne Magic (Australia),1997,18,| Center,Australia,"Jan 01, 1975",155,23,13.9,5.2,2.0,4.7,41.3,0.0,0.2,13.8,1.3,1.7,75.5,3.4,0.8,0.5,0.4,0.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,33,NaN,13.8,48.0,15.0,68.0,9.8,0.8,1.6,1.8,NaN,0,0,0,0,0,(2.13m),(112kg),International League,
1369,Scot Pollard,Detroit Pistons,/stats/player/1513/,Kansas,1997,19,| Center-Forward,USA,"Feb 12, 1975",506,99,16.6,4.4,1.7,3.4,49.4,0.0,0.0,0.0,1.0,1.4,70.9,4.6,0.4,0.6,0.7,0.6,60,11.1,2.9,1.1,2.3,49.6,0.0,0.0,0.0,0.6,1.0,61.0,3.1,0.2,0.3,0.4,0.4,0,28,NaN,10.3,52.8,100.0,70.7,8.3,0.7,1.3,2.6,NaN,0,0,0,0,0,(2.11m),(120kg),College,
1370,Paul Grant,Minnesota Timberwolves,/stats/player/1514/,Wisconsin,1997,20,Center,USA,"Jan 06, 1974",16,0,6.9,1.8,0.8,1.8,44.8,0.0,0.0,0.0,0.2,0.5,37.5,1.1,0.2,0.1,0.1,0.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,28,NaN,12.5,49.4,00.0,71.3,5.2,0.8,0.5,1.2,NaN,0,0,0,0,0,(2.13m),(111kg),College,
1371,Anthony Parker,New Jersey Nets,/stats/player/1515/,Bradley,1997,21,| Guard,USA,"Jun 19, 1975",494,423,27.8,9.1,3.4,7.6,44.4,1.2,3.0,40.4,1.1,1.4,79.4,3.2,2.3,0.9,0.2,1.0,22,34.8,10.9,3.5,8.0,43.4,1.5,3.7,40.7,2.5,3.1,79.4,4.0,1.4,1.0,0.3,1.0,0,21,NaN,16.6,42.4,29.0,72.1,5.3,3.4,1.8,0.5,NaN,0,0,0,0,0,(1.98m),(98kg),College,
1372,Ed Gray,Atlanta Hawks,/stats/player/1516/,California,1997,22,| Guard,USA,"Sep 27, 1975",60,6,13.5,6.2,2.2,6.4,33.9,0.5,1.5,34.1,1.4,1.7,81.4,1.2,0.8,0.5,0.2,1.0,8,8.9,5.5,1.9,5.1,36.6,0.5,1.4,36.4,1.3,1.4,90.9,1.1,0.5,0.8,0.1,0.3,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,,,,
1373,Bobby Jackson,Seattle SuperSonics,/stats/player/1517/,Minnesota,1997,23,| Guard,USA,"Mar 13, 1973",755,143,22.2,9.7,3.6,8.7,41.7,0.9,2.6,35.4,1.5,1.9,79.3,3.1,2.6,0.9,0.1,1.3,58,21.8,9.2,3.4,8.4,40.5,0.7,2.7,27.0,1.7,2.1,80.7,2.8,2.1,0.7,0.1,1.1,0,35,NaN,15.3,44.1,32.0,78.6,6.1,4.0,2.1,0.2,NaN,0,0,0,0,0,(1.85m),(84kg),College,
1374,Rodrick Rhodes,Houston Rockets,/stats/player/1518/,Southern California,1997,24,Shooting Guard/Small Forward,USA,"Sep 24, 1973",72,14,17.1,5.3,1.7,5.0,34.7,0.0,0.2,20.0,1.8,2.8,62.0,1.2,1.7,1.0,0.2,1.7,3,2.3,2.0,0.7,1.0,66.7,0.0,0.0,0.0,0.7,1.3,50.0,0.3,0.0,0.3,0.0,0.3,0,25,NaN,14.0,44.7,37.0,59.7,4.9,4.2,1.6,0.3,NaN,0,0,0,0,0,(1.98m),(102kg),College,
1375,John Thomas,New York Knicks,/stats/player/1519/,Minnesota,1997,25,| Center,USA,"Sep 08, 1975",208,27,10.8,2.7,1.1,2.1,50.2,0.0,0.0,0.0,0.5,0.9,59.1,2.1,0.3,0.3,0.2,0.5,9,6.3,0.8,0.3,0.7,50.0,0.0,0.0,0.0,0.1,0.2,50.0,1.1,0.2,0.3,0.1,0.6,0,35,NaN,9.0,57.6,00.0,57.4,6.3,1.1,0.9,0.7,NaN,0,0,0,0,0,(2.08m),(120kg),College,
1376,Charles Smith,Miami Heat,/stats/player/1520/,New Mexico,1997,26,Shooting Guard,USA,"Aug 22, 1975",142,36,13.9,5.1,2.1,5.1,40.9,0.5,1.8,28.8,0.4,0.7,60.6,1.4,0.9,0.6,0.5,0.8,4,4.6,1.3,0.5,0.8,66.7,0.0,0.0,0.0,0.3,0.5,50.0,0.8,0.5,0.5,0.3,0.8,0,33,NaN,17.5,45.7,36.8,74.8,5.5,2.8,1.5,0.8,NaN,0,0,0,0,0,(1.93m),(87kg),College,
1377,Jacque Vaughn,Utah Jazz,/stats/player/1521/,Kansas,1997,27,| Guard,USA,"Feb 11, 1975",776,123,16.3,4.5,1.7,3.9,42.9,0.1,0.3,35.2,1.0,1.3,77.9,1.3,2.5,0.5,0.0,1.0,75,10.2,2.2,0.9,2.6,34.2,0.1,0.1,40.0,0.4,0.6,69.0,0.7,1.4,0.2,0.0,0.6,0,26,NaN,10.2,42.7,33.3,77.9,2.4,6.2,1.8,0.2,NaN,0,0,0,0,0,(1.85m),(88kg),College,
1378,Keith Booth,Chicago Bulls,/stats/player/1522/,Maryland,1997,28,| Forward,USA,"Oct 09, 1974",45,4,10.0,2.9,1.1,3.5,32.5,0.0,0.2,9.1,0.6,1.1,56.3,2.2,0.9,0.5,0.2,0.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,32,NaN,19.5,46.9,04.8,71.7,7.9,2.6,2.0,0.6,NaN,0,0,0,0,0,(1.98m),(102kg),College,
1379,Serge Zwikker,Houston Rockets,/stats/player/1523/,North Carolina,1997,29,Center,,"Apr 28, 1973",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,35,NaN,11.5,49.2,33.3,75.8,8.1,0.3,0.4,1.7,NaN,0,0,0,0,0,(2.21m),(124kg),College,
1380,Mark Sanford,Miami Heat,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=1876:mark-sanford&catid=39&Itemid=342,Washington,1997,30,Small Forward,American,2/7/1976,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,28,NaN,17.0,48.4,33.3,69.7,8.0,2.2,1.1,0.9,NaN,0,0,0,0,0,(2.06m),(95kg),College,
1381,Charles O'Bannon,Detroit Pistons,/stats/player/1525/,California-Los Angeles,1997,31,| Guard,USA,"Feb 22, 1975",48,1,8.3,2.5,1.0,2.6,40.0,0.0,0.1,0.0,0.4,0.5,87.0,1.4,0.6,0.2,0.1,0.4,4,2.3,1.0,0.5,0.8,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.8,0,32,NaN,17.7,55.1,34.7,79.1,6.9,2.4,1.1,0.7,NaN,0,0,0,0,0,(1.96m),(94kg),College,
1382,James Cotton,Denver Nuggets,/stats/player/1526/,Long Beach State,1997,32,Shooting Guard,USA,"Dec 14, 1975",19,0,4.8,2.6,0.7,2.1,35.9,0.0,0.4,0.0,1.1,1.4,77.8,0.8,0.0,0.2,0.1,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,27,NaN,23.5,43.9,36.8,83.3,5.0,0.9,1.3,0.3,NaN,0,0,0,0,0,(1.96m),(100kg),College,
1383,Marko Milic,Philadelphia 76ers,/stats/player/1527/,KK Olimpija (Slovenia),1997,33,Shooting Guard/Small Forward,Slovenia,"May 05, 1977",44,0,4.9,2.5,1.1,1.9,56.0,0.1,0.2,42.9,0.3,0.4,64.7,0.7,0.3,0.3,0.0,0.6,2,2.0,2.0,1.0,1.5,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0,32,NaN,16.9,52.3,35.0,69.3,3.7,2.1,2.1,N/A,NaN,0,0,0,0,0,(2.00m),(107kg),International League,
1384,Bubba Wells,Dallas Mavericks,/stats/player/1528/,Austin Peay,1997,34,| Forward,USA,"Jul 26, 1974",39,2,10.1,3.3,1.2,3.0,41.4,0.0,0.2,16.7,0.8,1.1,72.1,1.7,0.9,0.4,0.1,0.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,19,NaN,31.7,52.0,42.3,72.7,7.1,2.2,1.3,0.6,NaN,0,0,0,0,0,(1.96m),(104kg),College,
